repo,status,target_date,commit,commit_date,previous_head
"git-nodes-test","checked_out","2019-01-01","4a658f038ccaf1a4a4b2eebb36684087503b42bb","2018-02-20T16:34:53+01:00","4a658f0"
"github-pullrequest-filter-plugin","no_commit","2019-01-01","","","2b95fa4"
"incubator-livy","checked_out","2019-01-01","e2d2189f4fb000e0113befa03db16916f94e03bb","2018-12-19T14:17:51-08:00","c3e5188"
"knime-activelearning","checked_out","2019-01-01","9237eeb37e5bebf195e71733cefdd6e33298fc3d","2018-12-06T16:48:11+01:00","f6875d5"
"knime-ap-batch","no_commit","2019-01-01","","","efc109e"
"knime-aws-services","checked_out","2019-01-01","50d3fb931b28c69e268b3b6e41781c3fd9f54544","2018-12-06T16:49:04+01:00","6221072"
"knime-aws","checked_out","2019-01-01","50d3fb931b28c69e268b3b6e41781c3fd9f54544","2018-12-06T16:49:04+01:00","6221072"
"knime-azure","checked_out","2019-01-01","8e97ddbfb101d8f47753512bbde0f0b45acc45bd","2018-12-06T16:49:04+01:00","39d0903"
"knime-base-expressions","no_commit","2019-01-01","","","5bc3cc0"
"knime-base","checked_out","2019-01-01","cc4c79276c7aa39acb6a8f5c77e4adf8fc9e1eb0","2018-12-21T14:11:22+01:00","bb47cb8e1"
"knime-bigdata","checked_out","2019-01-01","a89f43d97de0cc14ac350fdd9ae09be7839e3f49","2018-12-20T14:25:13Z","2316b23c"
"knime-buildworkflows","no_commit","2019-01-01","","","5e7be10"
"knime-business-hub-public","no_commit","2019-01-01","","","076e869"
"knime-chemistry","checked_out","2019-01-01","7822d76150810aff016c1819afe4c29fd10d3a7a","2018-12-06T16:49:00+01:00","146fb94"
"knime-cloud-aws","no_commit","2019-01-01","","","24d9446"
"knime-cloud-azure","no_commit","2019-01-01","","","9e4cadc"
"knime-cloud","checked_out","2019-01-01","ac6950bebfdcf525ca4a5a401878591bf5120263","2018-12-06T16:49:04+01:00","7a95faf"
"knime-conda","no_commit","2019-01-01","","","b7c80f9"
"knime-core-columnar","no_commit","2019-01-01","","","9e647f2c"
"knime-core-table","no_commit","2019-01-01","","","ba21712"
"knime-core-ui","no_commit","2019-01-01","","","7afec73d"
"knime-core","checked_out","2019-01-01","08bc2246da08288a42f7d1dc58612f590915e500","2018-12-27T08:40:39+01:00","8a11dc781"
"knime-credentials-base","no_commit","2019-01-01","","","38f4ed1"
"knime-database","checked_out","2019-01-01","ff4602a09583ce96cda6e36cf75f908fab5edbb6","2018-12-19T17:08:45+01:00","1fec52c1"
"knime-deeplearning","checked_out","2019-01-01","e244d87bdb5f248dbc722efc0f19370fdeb2b0ce","2018-12-19T17:42:34+01:00","6cb6690a"
"knime-designsystem","no_commit","2019-01-01","","","c09ee19"
"knime-dev","checked_out","2019-01-01","1b7803a18c172aeb150f42ad4942b55e2eb34193","2018-12-06T16:53:24+01:00","25551bfa"
"knime-dl4j","checked_out","2019-01-01","732f4d8de8647d36383691a168ca7d92a9c1b3c2","2018-12-06T16:57:57+01:00","d65f563"
"knime-email","no_commit","2019-01-01","","","379942a"
