repo,status,target_date,commit,commit_date,previous_head
"git-nodes-test","checked_out","2023-02-22","4a658f038ccaf1a4a4b2eebb36684087503b42bb","2018-02-20T16:34:53+01:00","4a658f0"
"github-pullrequest-filter-plugin","checked_out","2023-02-22","c48154142d97fd21e4309a008d4f49d51dcf82af","2023-01-03T13:27:09+01:00","2b95fa4"
"incubator-livy","checked_out","2023-02-22","f20827e83fff11f438449031b9abe1ca07983ae2","2021-08-05T14:46:38Z","0a527e8"
"knime-activelearning","checked_out","2023-02-22","29c5e94e4a3ab66e178a080b95068ca7ca70b19f","2023-01-16T17:49:00+01:00","1d7b132"
"knime-ap-batch","no_commit","2023-02-22","","","efc109e"
"knime-aws-services","checked_out","2023-02-22","27650143c1412b294b4a8381c3b4ca9647ced239","2023-02-21T10:57:37+01:00","ac06bd8"
"knime-aws","checked_out","2023-02-22","fa51fcdfdd94ac1ef22ed001f41560f773c59637","2023-02-21T14:41:21+01:00","ac06bd8"
"knime-azure","checked_out","2023-02-22","662eaea14b2a7a533cfed96671240ad25edce584","2023-01-25T17:25:04+01:00","671ae36"
"knime-base-expressions","checked_out","2023-02-22","5bc3cc08085a2444cb32d4b6a01fa42bee0dd424","2021-05-03T11:24:35+02:00","5bc3cc0"
"knime-base","checked_out","2023-02-22","5298dc9558ff7f60d5f9fd29bf63ae7f1c542628","2023-02-22T11:09:04+01:00","fb68b2dbd"
"knime-bigdata","checked_out","2023-02-22","857f48681fab65c6ff9e6ae7c8d4c645a5e49a2c","2023-02-21T10:24:38+01:00","1d7e1e59"
"knime-buildworkflows","checked_out","2023-02-22","94d8693f199ef0a33fa5e32dcd1b20e93e393b53","2023-01-31T14:11:25+01:00","5e7be10"
"knime-business-hub-public","no_commit","2023-02-22","","","076e869"
"knime-chemistry","checked_out","2023-02-22","413c995292086497ac257148b5efa9e56452c0af","2023-01-31T14:11:26+01:00","3c5659f"
"knime-cloud-aws","checked_out","2023-02-22","5033cd0958a39218fa12c9689bbc1914e98668ab","2022-08-16T08:42:49+02:00","24d9446"
"knime-cloud-azure","checked_out","2023-02-22","6c2474c888a66a706798dfcfa3ec9b10c0453c9e","2022-08-29T12:33:59+02:00","9e4cadc"
"knime-cloud","checked_out","2023-02-22","7da930f3c4a9e4a5c64784b1f5186fa46011f573","2023-02-21T14:41:21+01:00","bde31bd"
"knime-conda","checked_out","2023-02-22","6a6a8a5fea7a985c99ae6122f2328262100806a5","2023-01-13T11:46:46+01:00","b7c80f9"
"knime-core-columnar","checked_out","2023-02-22","5c11c4aec511776aab9507036793b1d105a3feea","2023-01-31T14:11:36+01:00","9e647f2c"
"knime-core-table","checked_out","2023-02-22","8942d75eb024eea2dc5965fd42959d5844ad5c51","2023-01-31T14:11:36+01:00","ba21712"
"knime-core-ui","checked_out","2023-02-22","ca80dd9fe56e6e85d4ecd104da1ab6edfe1eedd4","2023-02-22T09:09:10+01:00","7afec73d"
"knime-core","checked_out","2023-02-22","c427804eaf152a9962f147f45973c7c335e5f5b6","2023-02-22T15:37:35+01:00","a9caa8736"
"knime-credentials-base","no_commit","2023-02-22","","","38f4ed1"
"knime-database","checked_out","2023-02-22","4016dc0085b912bfb9811504d143692286e35a88","2023-02-16T11:42:25+01:00","d4d3c19c"
"knime-deeplearning","checked_out","2023-02-22","3233ca354baf1133d467a5fe609d35cb34a645d9","2023-01-25T17:25:14+01:00","b1bd6dec"
"knime-designsystem","no_commit","2023-02-22","","","c09ee19"
"knime-dev","checked_out","2023-02-22","e5c2cdd8a9df11220f4bf696c1852fffb78df435","2023-02-14T09:29:33+01:00","52c89de7"
"knime-dl4j","checked_out","2023-02-22","409a79432d21ceaeb4662529a359b6dcc2e7a6b1","2023-02-14T13:05:00+01:00","058eace"
"knime-email","no_commit","2023-02-22","","","379942a"
"knime-ensembles","checked_out","2023-02-22","8640acec5fd74472ac42018b0c6019516a66689c","2023-01-25T17:25:15+01:00","b6bbcf28"
"knime-examples","checked_out","2023-02-22","e3fe6877ae2b83df5a6980f5faffd87cf06362a6","2022-11-09T00:54:52+01:00","3855dce"
"knime-excel","checked_out","2023-02-22","ef35d3313d6fb64a2d06360961d4f3935211584c","2023-02-10T14:46:30+01:00","ba1cee2"
"knime-exttool","checked_out","2023-02-22","5c8f81309a1908a793aa3fcb22512196fbfd79d6","2023-01-13T13:44:45+01:00","91ebece"
"knime-filehandling-core","checked_out","2023-02-22","4c49bf7fb2d578b78bf29be892639bd18bf187b8","2023-02-15T15:04:14+01:00","c5b1c9c"
"knime-filehandling","checked_out","2023-02-22","a5a2b14ede318b55eb34d1d5f96f8fdb7b3636ba","2023-02-21T17:04:55+01:00","263bc80"
"knime-gateway","checked_out","2023-02-22","97d1905a437fc32be47483ef599e5e51cc24a104","2023-02-22T13:53:35+01:00","df51083b"
"knime-geospatial","checked_out","2023-02-22","3aeeb2f6b51691d080c3d3b79e9a0ca032bd8027","2023-01-16T17:49:00+01:00","2c58a93"
"knime-google-wif","no_commit","2023-02-22","","","70e37b9"
"knime-google","checked_out","2023-02-22","f570195e0594aeba42e8dc30a4062f1c323bbde6","2023-02-21T12:05:38+01:00","15cd208"
"knime-hub-secret-store-kes","checked_out","2023-02-22","a2b19876c49038ad8dbb889e508e67b8fd16cdbf","2023-02-19T14:30:38+01:00","2fd5252"
"knime-hubclient-sdk","no_commit","2023-02-22","","","2bfb897"
"knime-javasnippet","checked_out","2023-02-22","fbc4bdd90ef697f8dfc35a8ac5f90fafd26c6946","2023-02-17T18:00:36+01:00","d0a92b0"
"knime-js-base","checked_out","2023-02-22","8b1e731f0edbdbd4971eae9c18b105855f98c0fe","2023-02-20T17:19:36+01:00","c82f48ef"
"knime-js-core","checked_out","2023-02-22","413669a1c922c452a2abad00c10413e1122d118c","2023-02-20T10:16:57+01:00","530c4b8d"
"knime-js-labs","checked_out","2023-02-22","3d13f249c709b2fd4487df876e9e38258761d0dc","2023-01-25T17:25:20+01:00","327bec5"
"knime-js-pagebuilder","checked_out","2023-02-22","0c0f1bc2ae4f23b03ec832a8ac2b746fd8166449","2023-02-17T08:46:06+01:00","ca2aaf1"
"knime-json","checked_out","2023-02-22","0857070f2108e43a242035bab33a4c7088ae878e","2023-01-25T17:25:21+01:00","3ece838"
"knime-kaggle","checked_out","2023-02-22","0824e24bbdcbc60838c23c581850a9815dc17c19","2022-06-23T15:15:04+02:00","0824e24"
"knime-kerberos","checked_out","2023-02-22","d5523e953daf2d16dcc7efcf1dade1846a8829da","2023-02-15T11:04:58+01:00","93c1e84"
"knime-office365","checked_out","2023-02-22","071ad44858168297adbccc906ecb57585a647011","2023-02-21T12:07:44+01:00","73133cb"
"knime-orc","checked_out","2023-02-22","fcbcb298ce6e6f750a5395c6978b973adb9dbd88","2023-01-25T16:40:22+01:00","1f4450a"
"knime-plotly","checked_out","2023-02-22","b9fef5d6bb4dd03a946c08b935777137c280b064","2023-01-12T17:53:45+01:00","0419d29"
"knime-powerbi","checked_out","2023-02-22","8c32474da76d0ccf02835758110f14d00802f1ed","2023-01-24T14:34:44+01:00","e9fd1a9"
"knime-product","checked_out","2023-02-22","34f82b4cea8d538f4c0183524fb8fb557236523c","2023-02-22T11:06:11+01:00","9872ee7"
"knime-productivity-oss","checked_out","2023-02-22","18d00844bc2d7d3b5b43fed360e35d3db810f958","2023-02-06T15:44:54+01:00","ebeadfc"
"knime-python-extension-template","no_commit","2023-02-22","","","0dabdc3"
"knime-python-google-ads","no_commit","2023-02-22","","","574610a"
"knime-python-legacy","checked_out","2023-02-22","4f47512c4b62d85402cb79df6d5dc9a07d0f602a","2023-01-31T14:11:56+01:00","b6837a0"
"knime-python-llm","no_commit","2023-02-22","","","d452fef"
"knime-python-sklearn","no_commit","2023-02-22","","","102f1c9"
"knime-python-types-example","no_commit","2023-02-22","","","ca261b9"
"knime-python-types","no_commit","2023-02-22","","","4776994"
"knime-python","checked_out","2023-02-22","e7365062b55cca2cff1b7d77e0e5d03e2c02eb8b","2023-02-22T16:43:46+01:00","4aef7c95"
"knime-r","checked_out","2023-02-22","814a1cb4baf2344bae813dbc00a9c88af7d27e4e","2023-01-25T17:25:28+01:00","7da60a58"
"knime-reporting2","no_commit","2023-02-22","","","d57dffc"
"knime-rest","checked_out","2023-02-22","8872b7c7b604a06c579a7ea494f86f44eef64655","2023-01-13T14:11:50+01:00","e7957df"
"knime-salesforce","checked_out","2023-02-22","1f348dfe7dbdf5535b5670b55d40f407efc54a75","2023-01-12T17:50:30+01:00","70f983f"
"knime-scripting-editor","checked_out","2023-02-22","a653632325ef3e9f2ef47cc800d5fd30c250b4fe","2023-02-10T11:46:20+01:00","ad9428b"
"knime-sdk-setup","checked_out","2023-02-22","6f6358a1118f1cec526e59cd8229125e09feaa98","2023-02-20T13:53:39+01:00","0ed3f27"
"knime-shared","checked_out","2023-02-22","b83bb9d0b6f5de96d7d24805af41b416e50ec0fb","2023-02-08T14:27:40+01:00","686f574"
"knime-snowflake","checked_out","2023-02-22","03946466bfbd527827fd66e2e532212e78839db4","2023-02-16T11:41:54+01:00","8117078"
"knime-spark-jobserver-utils","checked_out","2023-02-22","d1ed2002b6c2484bd28b8eb61be49f1bd0f2d8b2","2016-06-08T18:17:35+02:00","d1ed200"
"knime-stats","checked_out","2023-02-22","d9e5d0d3404fc5242010f2308e900eb223b1ce62","2023-01-11T15:35:43+01:00","8a5bbf9"
"knime-streaming","checked_out","2023-02-22","f109b8a3d210f0182c83a3041de2ea2eb945485d","2023-01-11T15:35:43+01:00","848881a"
"knime-svg","checked_out","2023-02-22","4d4a2d208cade8d00db6d22baa0fafba44b09a39","2023-02-14T14:52:57+01:00","f079ff2"
"knime-tensorflow","checked_out","2023-02-22","eda3d44b5778bb8d18e1b5920fde311baa772b1a","2023-01-25T17:25:33+01:00","bb752b1"
"knime-textprocessing","checked_out","2023-02-22","9eef8429636ec95ae3b53347eaef8d5d12c192fc","2023-01-18T18:21:45+01:00","9fe358a9"
"knime-timeseries-analysis","no_commit","2023-02-22","","","cd405f3"
"knime-ui-extension-service","checked_out","2023-02-22","fe97fead9aa38bcca92949de5b0fc8d7910e4987","2023-01-30T13:39:46Z","5a6b6c3"
