pdf_file,text_file,status,returncode,stderr
data/original/articles/Molecular Informatics - 2011 - Saubern - KNIME Workflow to Assess PAINS Filters in SMARTS Format  Comparison of RDKit and.pdf,data/processed/articles/raw/Molecular_Informatics_-_2011_-_Saubern_-_KNIME_Workflow_to_Assess_PAINS_Filters_in_SMARTS_Format_Comparison_of_RDKit_and.txt,ok,0,
data/original/articles/PIIS240584401836924X.pdf,data/processed/articles/raw/PIIS240584401836924X.txt,ok,0,
data/original/articles/Paper_Poster_Final.pdf,data/processed/articles/raw/Paper_Poster_Final.txt,ok,0,
data/original/articles/Phaedra_a_Protocol-Driven_System_for_Analysis_and_.pdf,data/processed/articles/raw/Phaedra_a_Protocol-Driven_System_for_Analysis_and.txt,ok,0,
data/original/articles/Softw Pract Exp - 2014 - Jara - Big data for smart cities with KNIME a real experience in the SmartSantander testbed.pdf,data/processed/articles/raw/Softw_Pract_Exp_-_2014_-_Jara_-_Big_data_for_smart_cities_with_KNIME_a_real_experience_in_the_SmartSantander_testbed.txt,ok,0,
data/original/articles/Understanding Tourists  Experiences at Local Markets in Phuket  An Analysis of TripAdvisor Reviews.pdf,data/processed/articles/raw/Understanding_Tourists_Experiences_at_Local_Markets_in_Phuket_An_Analysis_of_TripAdvisor_Reviews.txt,ok,0,
data/original/articles/bioengineering-09-00172-v2.pdf,data/processed/articles/raw/bioengineering-09-00172-v2.txt,ok,0,
data/original/articles/bioinformatics_27_20_2907.pdf,data/processed/articles/raw/bioinformatics_27_20_2907.txt,ok,0,
data/original/articles/bioinformatics_27_22_3200.pdf,data/processed/articles/raw/bioinformatics_27_22_3200.txt,ok,0,Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported Unimplemented Feature: AnnotColor different than RGB and Transparent not supported
data/original/articles/bioinformatics_35_20_4020.pdf,data/processed/articles/raw/bioinformatics_35_20_4020.txt,ok,0,
data/original/articles/bts543_pdf.pdf,data/processed/articles/raw/bts543_pdf.txt,ok,0,
data/original/articles/diagnostics_10_00815_pdf.pdf,data/processed/articles/raw/diagnostics_10_00815_pdf.txt,ok,0,
data/original/articles/encyclopedia3020035_um.pdf,data/processed/articles/raw/encyclopedia3020035_um.txt,ok,0,
data/original/articles/fchem_2018_00093.pdf,data/processed/articles/raw/fchem_2018_00093.txt,ok,0,
data/original/articles/fenvs_2016_00002.pdf,data/processed/articles/raw/fenvs_2016_00002.txt,ok,0,
data/original/articles/journal_pone_0208626.pdf,data/processed/articles/raw/journal_pone_0208626.txt,ok,0,
data/original/articles/knime_konstanz_information_miner_2006.pdf,data/processed/articles/raw/knime_konstanz_information_miner_2006.txt,ok,0,
data/original/articles/s10822-012-9577-7.pdf,data/processed/articles/raw/s10822-012-9577-7.txt,ok,0,
data/original/articles/s11356-022-21471-9.pdf,data/processed/articles/raw/s11356-022-21471-9.txt,ok,0,
data/original/articles/s12553-020-00438-1.pdf,data/processed/articles/raw/s12553-020-00438-1.txt,ok,0,
data/original/articles/s13321-018-0299-2_osti.pdf,data/processed/articles/raw/s13321-018-0299-2_osti.txt,ok,0,
