repo,status,target_date,commit,commit_date,previous_head
"knime-dl4j","checked_out","2021-01-01","fa0d2978432480dcb8b47bb87324c11d929f3f47","2020-12-07T21:38:44+01:00","2f46c21"
"knime-email","no_commit","2021-01-01","","","379942a"
"knime-ensembles","checked_out","2021-01-01","35ed53ce9cf98d57f8962e01d8ec424ed3e3afce","2020-12-07T21:36:00+01:00","63c8b8ba"
"knime-examples","checked_out","2021-01-01","ef18ec2fefb4c2b52d5ddacbf6d24585d69462ac","2020-09-29T00:53:34+02:00","ef18ec2"
"knime-excel","checked_out","2021-01-01","91b15d06054ebe5fcc18cc1460e241688fbfa63a","2020-12-17T13:16:52+01:00","4ea0d20"
"knime-exttool","checked_out","2021-01-01","b171e7abb1826d51d4e29f1a0d2b24a21edeb877","2020-12-07T21:36:19+01:00","90948b6"
"knime-filehandling-core","checked_out","2021-01-01","9630991fb14de0c5fada24dd9bec82d95e935f2b","2020-12-22T11:00:33+01:00","d97384f"
"knime-filehandling","checked_out","2021-01-01","a0d1652be4a2a83efbbdab5d40a7b0c8dd319faa","2020-12-07T21:36:21+01:00","55acdeb"
"knime-gateway","checked_out","2021-01-01","556c9aed7e6a6c65705de60f3c220d4ca710d8e5","2020-12-18T16:26:05+01:00","92794b27"
"knime-geospatial","no_commit","2021-01-01","","","2c58a93"
"knime-google-wif","no_commit","2021-01-01","","","70e37b9"
"knime-google","checked_out","2021-01-01","5ba42a4eda3489c98f54982cd24119c878acadf0","2020-12-07T21:36:25+01:00","e4c8677"
"knime-hub-secret-store-kes","checked_out","2021-01-01","e476ed9e0cbd618bb8c5fde394470b57b89a23d1","2020-12-23T13:01:55-08:00","0e12ce4"
"knime-hubclient-sdk","no_commit","2021-01-01","","","2bfb897"
"knime-javasnippet","checked_out","2021-01-01","b1deab9ebea09dffc77d32f1d042317c620a1b93","2020-12-07T21:36:31+01:00","6c09ed4"
"knime-js-base","checked_out","2021-01-01","74a5a755d9b1f16e435c8794ac6afb705b6956eb","2020-12-14T16:32:34+01:00","560367e2"
"knime-js-core","checked_out","2021-01-01","9a2cd9c46942c69867e0f27c409d24d0a74984ef","2020-12-21T15:18:46+01:00","2e9849de"
"knime-js-labs","checked_out","2021-01-01","bc8debfc0675ef170b886fac09f424ff95433600","2020-12-07T21:36:42+01:00","c5ae770"
"knime-js-pagebuilder","checked_out","2021-01-01","96a88d3d1bd9483ea8a847fc46da0d6855f97db9","2020-12-18T15:08:03+01:00","48f920b"
"knime-json","checked_out","2021-01-01","9f7504c0116c5a912bea91275e070821548ed4cd","2020-12-10T12:12:52+01:00","b9b9ea7"
"knime-kaggle","no_commit","2021-01-01","","","0824e24"
"knime-kerberos","checked_out","2021-01-01","4df72b74ef281a9c16298120973b480a423ce7e2","2020-12-07T21:36:47+01:00","95d4292"
"knime-office365","checked_out","2021-01-01","73133cbe2de6c4a8c68a97f5abc4466a13d2e9ce","2020-12-07T21:37:04+01:00","b317ae1"
"knime-orc","checked_out","2021-01-01","2a290b958f9e578aeaa3b669a76feebb96745e78","2020-12-07T21:37:20+01:00","ed3cbb4"
"knime-plotly","checked_out","2021-01-01","aa6bbcad24b64d582aa8eeade6ecb62e98fbc572","2020-12-07T21:37:27+01:00","3a8e122"
"knime-powerbi","checked_out","2021-01-01","dac2902a5da292fce5eb3a360eac970b91e49dd1","2020-12-07T21:37:34+01:00","965eef1"
"knime-product","checked_out","2021-01-01","194fb237073e2fb405a7ee7f1363b8cd774b32f2","2020-12-23T16:52:29+01:00","2e8fabe"
"knime-productivity-oss","checked_out","2021-01-01","396c454f0792407f48238d2ea4538ab402f3f513","2020-12-07T21:37:40+01:00","b4dbd80"
"knime-python-extension-template","no_commit","2021-01-01","","","0dabdc3"
"knime-python-google-ads","no_commit","2021-01-01","","","574610a"
"knime-python-legacy","checked_out","2021-01-01","429a061f9658dfc40a6b5c5e53078f99ec30b92e","2020-12-09T13:26:24+01:00","62652b9"
"knime-python-llm","no_commit","2021-01-01","","","d452fef"
"knime-python-sklearn","no_commit","2021-01-01","","","102f1c9"
"knime-python-types-example","no_commit","2021-01-01","","","ca261b9"
"knime-python-types","no_commit","2021-01-01","","","4776994"
"knime-python","checked_out","2021-01-01","26241e2c260b426d5f497eef6c155edfa5a662a0","2020-12-09T19:33:07+01:00","db849623"
"knime-r","checked_out","2021-01-01","e5468374426e1d670806cd7b7dc8faee5cd4fbdd","2020-12-07T21:37:46+01:00","a94d1b20"
"knime-reporting2","no_commit","2021-01-01","","","d57dffc"
"knime-rest","checked_out","2021-01-01","13f411b7caff353dbf39a89d17947eb0a6ca9e0c","2020-12-10T18:46:32+01:00","36df839"
"knime-salesforce","checked_out","2021-01-01","988317f01c27aff0da417aed1a91102cb0308ff3","2020-12-07T21:37:52+01:00","36ab861"
"knime-scripting-editor","no_commit","2021-01-01","","","ad9428b"
"knime-sdk-setup","checked_out","2021-01-01","3b7cf42c374360c44551ed8bf288cd336981440d","2020-12-07T17:45:41+01:00","10de30c"
"knime-shared","checked_out","2021-01-01","749759e197f60279ca26115d43f381d3292f6e0c","2020-12-10T18:46:38+01:00","0d37c17"
"knime-snowflake","no_commit","2021-01-01","","","8117078"
"knime-spark-jobserver-utils","checked_out","2021-01-01","d1ed2002b6c2484bd28b8eb61be49f1bd0f2d8b2","2016-06-08T18:17:35+02:00","d1ed200"
"knime-stats","checked_out","2021-01-01","72c41f609d15d67bebbba019c6cafcb7861eb40d","2020-12-07T21:38:28+01:00","a8344f9"
"knime-streaming","checked_out","2021-01-01","db98f63c652373bfae96bb7eb86a81fbd03c3800","2020-12-10T12:19:20+01:00","64e7720"
"knime-svg","checked_out","2021-01-01","9da4085bd611664e76c0920ca27b5f7382775500","2020-12-10T12:19:27+01:00","224dd68"
"knime-tensorflow","checked_out","2021-01-01","a70ada59948d1eb47b407704d42654f18632cb30","2020-12-07T21:38:39+01:00","1b4afef"
"knime-textprocessing","checked_out","2021-01-01","3fd7c0866a41282a469f56bdc55631a2a8b284b5","2020-12-10T12:20:15+01:00","521723f3"
"knime-timeseries-analysis","no_commit","2021-01-01","","","cd405f3"
"knime-ui-extension-service","no_commit","2021-01-01","","","5a6b6c3"
"knime-ui-table","no_commit","2021-01-01","","","bae6589"
"knime-ui","checked_out","2021-01-01","9f32264fbbf205ff388b167d2ebf843e55b43c63","2020-12-18T16:01:44+01:00","fed6cab5a"
"knime-workbench","checked_out","2021-01-01","bb5a3ee0e0e117e0ac38584677e7158e6d1ee80f","2020-12-26T13:52:28+01:00","0401c001"
"knime-xml","checked_out","2021-01-01","8c0032bdb33c582d408fe1cac6a37044475b853d","2020-12-10T12:21:55+01:00","fc00174"
"knimepy","checked_out","2021-01-01","fc10f3840f80f5625d8c10bedceeda5476fc5096","2020-12-05T17:26:42-06:00","fc10f38"
"replicated-cmx-hub-initialization-workflow","no_commit","2021-01-01","","","87dd53b"
"spark-jobserver","checked_out","2021-01-01","e4d3ba90c26a96b182c02362de85f68bb8772818","2018-07-09T15:07:56+02:00","e4d3ba9"
"v-calendar","no_commit","2021-01-01","","","42fc080"
"vue-headless-virtual-scroller","no_commit","2021-01-01","","","11f049d"
"vue-virtual-scroller","no_commit","2021-01-01","","","21c9139"
"webapps-common","checked_out","2021-01-01","576339114e898a25fd35775888f5707e133ae6fa","2020-12-22T10:49:57+01:00","d4161a05"
