snapshot_id,snapshot_date,repo,xml_path,factory_class_guess,name,node_type,deprecated
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/tagging/abner/AbnerTaggerNodeFactory.xml,org.knime.ext.textprocessing.nodes.tagging.abner.AbnerTaggerNodeFactory,Abner tagger,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/tagging/pos/PosTaggerNodeFactory.xml,org.knime.ext.textprocessing.nodes.tagging.pos.PosTaggerNodeFactory,POS tagger,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/tagging/dict/DictionaryTaggerNodeFactory.xml,org.knime.ext.textprocessing.nodes.tagging.dict.DictionaryTaggerNodeFactory,Dictionary tagger,Manipulator,True
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/tagging/dict/wildcard/WildcardTaggerNodeFactory.xml,org.knime.ext.textprocessing.nodes.tagging.dict.wildcard.WildcardTaggerNodeFactory,Wildcard tagger,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/tagging/dict/inport/DictionaryTaggerNodeFactory.xml,org.knime.ext.textprocessing.nodes.tagging.dict.inport.DictionaryTaggerNodeFactory,Dictionary tagger,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/stopwordfilter/StopwordFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.stopwordfilter.StopwordFilterNodeFactory,Stop word Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/caseconverter/CaseConverterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.caseconverter.CaseConverterNodeFactory,Case converter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/regexfilter/RegExFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.regexfilter.RegExFilterNodeFactory,RegEx Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/nefilter/NamedEntityFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.nefilter.NamedEntityFilterNodeFactory,Modifiable Term Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/termgrouper/TermGrouperNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.termgrouper.TermGrouperNodeFactory,Term Grouper,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/dictreplacer/DictionaryReplacerNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.dictreplacer.DictionaryReplacerNodeFactory,Dict Replacer,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/dictreplacer/twoinports/DictionaryReplacer2InPortsNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.dictreplacer.twoinports.DictionaryReplacer2InPortsNodeFactory,Dict Replacer (2 in ports),Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/oscar/OscarTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.oscar.OscarTagFilterNodeFactory,Oscar Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/general/GeneralTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.general.GeneralTagFilterNodeFactory,General Tag Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/frenchtreebank/FrenchTreebankTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.frenchtreebank.FrenchTreebankTagFilterNodeFactory,French Treebank Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/abner/AbnerTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.abner.AbnerTagFilterNodeFactory,Abner Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/pos/PosTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.pos.PosTagFilterNodeFactory,POS Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/ne/NamedEntityFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.ne.NamedEntityFilterNodeFactory,Standard Named Entity Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/stts/STTSTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.stts.STTSTagFilterNodeFactory,STTS Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/tagfilter/pharma/PharmaDefaultTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.tagfilter.pharma.PharmaDefaultTagFilterNodeFactory,Pharma Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/kuhlenstemmer/KuhlenStemmerNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.kuhlenstemmer.KuhlenStemmerNodeFactory,Kuhlen Stemmer,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/ncharsfilter/NCharsFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.ncharsfilter.NCharsFilterNodeFactory,N Chars Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/snowballstemmer/SnowballStemmerNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.snowballstemmer.SnowballStemmerNodeFactory,Snowball Stemmer,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/puncterasure/PunctuationErasureNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.puncterasure.PunctuationErasureNodeFactory,Punctuation Erasure,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/hyphenator/HyphenatorNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.hyphenator.HyphenatorNodeFactory,Hyphenator,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/numberfilter/NumberFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.numberfilter.NumberFilterNodeFactory,Number Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/replacer/RegExReplacerNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.replacer.RegExReplacerNodeFactory,Replacer,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src-deprecated/org/knime/ext/textprocessing/nodes/preprocessing/porterstemmer/PorterStemmerNodeFactory.xml,org.knime.ext.textprocessing.nodes.preprocessing.porterstemmer.PorterStemmerNodeFactory,Porter Stemmer,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/stringmatcher/StringMatcherNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.stringmatcher.StringMatcherNodeFactory,String Matcher,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/categorytoclass/CategoryToClassNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.categorytoclass.CategoryToClassNodeFactory,Category to Class,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/bratdocumentwriter/BratDocumentWriterNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.bratdocumentwriter.BratDocumentWriterNodeFactory,Brat Document Writer,Sink,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/ngram/NGramNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.ngram.NGramNodeFactory,NGram Creator,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/keywordextractor/chisquare/KeywordExtractorNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.keywordextractor.chisquare.KeywordExtractorNodeFactory,Chi-Square Keyword Extractor,Other,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/keywordextractor/keygraph/KeygraphNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.keywordextractor.keygraph.KeygraphNodeFactory,Keygraph Keyword Extractor,Other,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/misc/markuptagfilter/MarkupTagFilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.misc.markuptagfilter.MarkupTagFilterNodeFactory,Markup Tag Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/frequencies/df/DfNodeFactory.xml,org.knime.ext.textprocessing.nodes.frequencies.df.DfNodeFactory,DF,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/frequencies/entropy/EntropyNodeFactory.xml,org.knime.ext.textprocessing.nodes.frequencies.entropy.EntropyNodeFactory,Term Document Entropy,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/frequencies/idf/IdfNodeFactory.xml,org.knime.ext.textprocessing.nodes.frequencies.idf.IdfNodeFactory,IDF,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/frequencies/filter/FilterNodeFactory.xml,org.knime.ext.textprocessing.nodes.frequencies.filter.FilterNodeFactory,Frequency Filter,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/frequencies/tf/TfNodeFactory.xml,org.knime.ext.textprocessing.nodes.frequencies.tf.TfNodeFactory,TF,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/frequencies/icf/IcfNodeFactory.xml,org.knime.ext.textprocessing.nodes.frequencies.icf.IcfNodeFactory,ICF,Learner,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/modelreader/OpenNlpNeModelReader/OpenNlpNeModelReaderNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.modelreader.OpenNlpNeModelReader.OpenNlpNeModelReaderNodeFactory,OpenNLP NER Model Reader,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/parser/sdml/SdmlDocumentParserNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.parser.sdml.SdmlDocumentParserNodeFactory,Sdml Document Parser,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/parser/flatfile/FlatFileDocumentParserNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.parser.flatfile.FlatFileDocumentParserNodeFactory,Flat File Document Parser,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/parser/dml/DmlDocumentParserNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.parser.dml.DmlDocumentParserNodeFactory,Dml Document Parser,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/parser/pdf/PDFDocumentParserNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.parser.pdf.PDFDocumentParserNodeFactory,PDF Parser,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/parser/word/WordDocumentParserNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.parser.word.WordDocumentParserNodeFactory,Word Parser,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/parser/pubmed/PubMedDocumentParserNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.parser.pubmed.PubMedDocumentParserNodeFactory,PubMed Document Parser,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/source/grabber/DocumentGrabberNodeFactory.xml,org.knime.ext.textprocessing.nodes.source.grabber.DocumentGrabberNodeFactory,Document Grabber,Source,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/transformation/stringtoterm/StringToTermNodeFactory.xml,org.knime.ext.textprocessing.nodes.transformation.stringtoterm.StringToTermNodeFactory,String to Term,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/transformation/uniquetermextractor/UniqueTermExtractorNodeFactory.xml,org.knime.ext.textprocessing.nodes.transformation.uniquetermextractor.UniqueTermExtractorNodeFactory,Unique Term Extractor,Manipulator,False
date-2026-06-28,2026-06-28,knime-textprocessing,knime-textprocessing/org.knime.ext.textprocessing/src/org/knime/ext/textprocessing/nodes/transformation/sentenceextraction/SentenceExtractionNodeFactory.xml,org.knime.ext.textprocessing.nodes.transformation.sentenceextraction.SentenceExtractionNodeFactory,Sentence Extractor,Manipulator,False
