repo,status,target_date,commit,commit_date,previous_head
"git-nodes-test","checked_out","2022-01-01","4a658f038ccaf1a4a4b2eebb36684087503b42bb","2018-02-20T16:34:53+01:00","4a658f0"
"github-pullrequest-filter-plugin","checked_out","2022-01-01","2b95fa4df4eb6f8b89dfe789a75a6f51b5bed0a6","2021-02-08T16:53:05+01:00","2b95fa4"
"incubator-livy","checked_out","2022-01-01","f20827e83fff11f438449031b9abe1ca07983ae2","2021-08-05T14:46:38Z","f20827e"
"knime-activelearning","checked_out","2022-01-01","f1bd0d1746732fec32f8963a1056209738bec0df","2021-12-07T17:23:02+01:00","d8cd561"
"knime-ap-batch","no_commit","2022-01-01","","","efc109e"
"knime-aws-services","checked_out","2022-01-01","2da891fee29b76e5a94b8034118542226fca5b81","2021-12-08T23:09:24+01:00","ff3c573"
"knime-aws","checked_out","2022-01-01","8a193ca5ca6428ac99d95848e5206b9b09093bdf","2021-12-20T14:45:05+01:00","ce20c13"
"knime-azure","checked_out","2022-01-01","91f4862e9512f18f736ece3e2c50103f7421b2e1","2021-12-20T15:01:30+01:00","0e2ccb2"
"knime-base-expressions","checked_out","2022-01-01","5bc3cc08085a2444cb32d4b6a01fa42bee0dd424","2021-05-03T11:24:35+02:00","5bc3cc0"
"knime-base","checked_out","2022-01-01","2e2e94927515eab0c6aa7f31696368e3fc5fc1af","2021-12-22T09:26:24+01:00","e9f1dcb17"
"knime-bigdata","checked_out","2022-01-01","a1a3fd9ca34297a97aa384b53b2c1f80480147b6","2021-12-22T09:26:24+01:00","514abd88"
"knime-buildworkflows","checked_out","2022-01-01","ef534a975b0d8f39c9c008a4d31b07a3c8f6a8d1","2021-12-07T17:24:46+01:00","47686fc"
"knime-business-hub-public","no_commit","2022-01-01","","","076e869"
"knime-chemistry","checked_out","2022-01-01","aa7a94ec85a0663b349ea351d7bffeec63aa14bf","2021-12-07T17:24:49+01:00","71b0756"
"knime-cloud-aws","checked_out","2022-01-01","cbb2e46537c4aebd5832600867360b7d6f3d4147","2021-02-03T14:15:50-06:00","5033cd0"
"knime-cloud-azure","checked_out","2022-01-01","9e4cadcc2214b8f0e0e88e52a7bc329cd56ba609","2020-12-14T14:17:24+01:00","6c2474c"
"knime-cloud","checked_out","2022-01-01","074b476900641f4fb8615442d0b4d3cf1ffad2ef","2021-12-20T14:58:07+01:00","42a0fe4"
"knime-conda","no_commit","2022-01-01","","","b7c80f9"
"knime-core-columnar","checked_out","2022-01-01","1822fe26baab9468453dbadd91d8ceb3dccacc84","2021-12-14T10:39:03+01:00","9f14a2b4"
"knime-core-table","checked_out","2022-01-01","ba217123b63ead185110ec21cc2e7d8821f337eb","2021-12-07T17:25:20+01:00","b444bac"
"knime-core-ui","no_commit","2022-01-01","","","7afec73d"
"knime-core","checked_out","2022-01-01","f7fb976509d340c13905f7a08aab75f1fe314002","2021-12-23T17:48:54+01:00","a17a43e8b"
"knime-credentials-base","no_commit","2022-01-01","","","38f4ed1"
"knime-database","checked_out","2022-01-01","1fb06025c3044180272b45e7504d76b044925769","2021-12-22T09:26:24+01:00","33d260d0"
"knime-deeplearning","checked_out","2022-01-01","aa905b74d3fd116359b5911f31aa331a4de866e5","2021-12-07T17:25:39+01:00","3fb040b3"
"knime-designsystem","no_commit","2022-01-01","","","c09ee19"
"knime-dev","checked_out","2022-01-01","c95631b5ae799fb914207251ab282511fd39e0e6","2021-12-21T12:56:50+01:00","a8181897"
"knime-dl4j","checked_out","2022-01-01","2f46c21f8e2c9a2d0fea9e69cac72e4486db38e5","2021-12-07T17:25:47+01:00","a786781"
"knime-email","no_commit","2022-01-01","","","379942a"
"knime-ensembles","checked_out","2022-01-01","63c8b8ba73da12f82c2c3c0ea1ab3eee7d6d0f1c","2021-12-07T17:25:50+01:00","3a8cdcaa"
"knime-examples","checked_out","2022-01-01","ef18ec2fefb4c2b52d5ddacbf6d24585d69462ac","2020-09-29T00:53:34+02:00","e3fe687"
"knime-excel","checked_out","2022-01-01","4ea0d20a675b5f02699c1bca707ff5c332278c64","2021-12-07T17:25:52+01:00","3b794b2"
"knime-exttool","checked_out","2022-01-01","90948b62e045463930400cdca8ad1ddf0ad99ae4","2021-12-07T17:26:04+01:00","094b25d"
"knime-filehandling-core","checked_out","2022-01-01","d97384fdee26fea8499ec1098d03482340ff3513","2021-12-14T10:57:43Z","3c02d7b"
"knime-filehandling","checked_out","2022-01-01","55acdebded7300456e4aae6f852790b40936a5a8","2021-12-21T15:36:29+01:00","e2f89e8"
