repo,status,target_date,commit,commit_date,previous_head
"knime-gateway","checked_out","2022-01-01","92794b27d1fa287386ffc53718be40cb1cc0e7a4","2021-12-21T16:08:44+01:00","e7a1a82c"
"knime-geospatial","checked_out","2022-01-01","2c58a93a9e63d2b16f1d3c5c12ba7129a1eb2374","2021-12-07T17:26:22+01:00","6e5b65a"
"knime-google-wif","no_commit","2022-01-01","","","70e37b9"
"knime-google","checked_out","2022-01-01","e4c86771c4b75486a4d531e37935655944ae957f","2021-12-20T15:02:37+01:00","6a454d9"
"knime-hub-secret-store-kes","checked_out","2022-01-01","0e12ce4e6b331c5303bb1978a64000d31a9480d6","2021-12-17T09:53:04-08:00","2daaf22"
"knime-hubclient-sdk","no_commit","2022-01-01","","","2bfb897"
"knime-javasnippet","checked_out","2022-01-01","6c09ed46c03694ebbf242d678721657811ee3b21","2021-12-07T17:26:41+01:00","326e4d9"
"knime-js-base","checked_out","2022-01-01","560367e2f0de5e3461114c1cbfc87bbe1a62396b","2021-12-22T09:26:24+01:00","c8f5db26"
"knime-js-core","checked_out","2022-01-01","2e9849de85dae0cb15bb08a579883089de73a08e","2021-12-22T09:26:24+01:00","8f8233b1"
"knime-js-labs","checked_out","2022-01-01","c5ae770b98019e58ca55c31cad92b4e828e9ead7","2021-12-07T17:26:57+01:00","cbb7b78"
"knime-js-pagebuilder","checked_out","2022-01-01","48f920b1912f0a53be36a07ff8f1a8f54d363bff","2021-12-22T09:26:24+01:00","078a84d"
"knime-json","checked_out","2022-01-01","b9b9ea7b3244f9e8515635815172f84f375312d5","2021-12-07T17:26:59+01:00","d430345"
"knime-kaggle","no_commit","2022-01-01","","","0824e24"
"knime-kerberos","checked_out","2022-01-01","95d429271715bcdd1ed5d9d4a439027b635a3e8a","2021-12-20T15:54:13+01:00","acdf801"
"knime-office365","checked_out","2022-01-01","b317ae1f0d31fe59a2e59eb57a50c574499b76cf","2021-12-07T17:27:32+01:00","b7b62ad"
"knime-orc","checked_out","2022-01-01","ed3cbb4f8c767a42c34e3358fc227f2f41eabb33","2021-12-07T17:27:42+01:00","c1ce283"
"knime-plotly","checked_out","2022-01-01","3a8e1224b49ad30a4ec2641a538f798080678268","2021-12-07T17:27:51+01:00","4930ca9"
"knime-powerbi","checked_out","2022-01-01","965eef1a5f6a92fdf78d95c04cec8104065f4d16","2021-12-22T09:26:24+01:00","e0d45f1"
"knime-product","checked_out","2022-01-01","2e8fabe15ddae721e5e1ef89e57cb64c0d35d80c","2021-12-22T09:31:02+01:00","f6db65c"
"knime-productivity-oss","checked_out","2022-01-01","b4dbd801ab50e3c6fc487138d463aa4429732527","2021-12-23T12:11:44+01:00","ad56106"
"knime-python-extension-template","no_commit","2022-01-01","","","0dabdc3"
"knime-python-google-ads","no_commit","2022-01-01","","","574610a"
"knime-python-legacy","checked_out","2022-01-01","62652b9e890b9fde3a1f8ec33901c7c6c33cc780","2021-08-19T13:21:55+02:00","58046b5"
"knime-python-llm","no_commit","2022-01-01","","","d452fef"
"knime-python-sklearn","no_commit","2022-01-01","","","102f1c9"
"knime-python-types-example","no_commit","2022-01-01","","","ca261b9"
"knime-python-types","no_commit","2022-01-01","","","4776994"
"knime-python","checked_out","2022-01-01","db8496232f58b987f26d64e97ff8192244020976","2021-12-21T09:52:37+01:00","d4d1404f"
"knime-r","checked_out","2022-01-01","a94d1b2098d6621b53e1a70baf1eab4fb7270173","2021-12-17T09:50:34+01:00","27b1ce4b"
"knime-reporting2","no_commit","2022-01-01","","","d57dffc"
"knime-rest","checked_out","2022-01-01","36df839dfe84b8c7b4a1dac3f17000262464e842","2021-12-07T17:28:28+01:00","8ea7ff5"
"knime-salesforce","checked_out","2022-01-01","36ab861d2528b49caca580f49396392dcaf3df90","2022-01-01T16:04:07+01:00","38431f7"
"knime-scripting-editor","no_commit","2022-01-01","","","ad9428b"
"knime-sdk-setup","checked_out","2022-01-01","10de30cc999aad4c493e2236944305d9db689a4c","2021-12-07T17:28:45+01:00","b9fc7e3"
"knime-shared","checked_out","2022-01-01","0d37c17e87fe8e20067d82d33786a1323e1fcb5a","2021-12-22T09:26:24+01:00","95f193b"
"knime-snowflake","checked_out","2022-01-01","8117078c65c6d6b2f7befee6f66e05a87c373798","2021-12-17T12:14:41+01:00","d7f5615"
"knime-spark-jobserver-utils","checked_out","2022-01-01","d1ed2002b6c2484bd28b8eb61be49f1bd0f2d8b2","2016-06-08T18:17:35+02:00","d1ed200"
"knime-stats","checked_out","2022-01-01","a8344f916af03231e7b951a256241a59dc4ffc19","2021-12-22T09:26:24+01:00","8d935ed"
"knime-streaming","checked_out","2022-01-01","64e772084cf158d3fdd7be4812eff8fe71fa6c0b","2021-12-07T17:29:35+01:00","22e0737"
"knime-svg","checked_out","2022-01-01","224dd68d4b7234b678f8fde2e0cd4c5bbc1dd7d5","2021-12-07T17:29:37+01:00","49cede6"
"knime-tensorflow","checked_out","2022-01-01","1b4afef7d4aa7760501b693305c80606eba68e40","2021-12-07T17:29:48+01:00","a7a93a5"
"knime-textprocessing","checked_out","2022-01-01","521723f39adea324beeb6b79abed595a267f0d7d","2021-12-07T17:30:00+01:00","1dcf74ef"
"knime-timeseries-analysis","no_commit","2022-01-01","","","cd405f3"
"knime-ui-extension-service","checked_out","2022-01-01","5a6b6c39b51dbe3f84fd19d67dcb9e547557f11b","2021-12-19T17:47:58-07:00","a48f6e6"
"knime-ui-table","checked_out","2022-01-01","bae65892f30b49ccd6912bf2b3363fa89f672430","2021-12-07T17:30:32+01:00","90658cb"
"knime-ui","checked_out","2022-01-01","fed6cab5a06ed660619c3a6e0130f9d886f4fb94","2021-12-30T12:49:36+01:00","d0ed449ae"
"knime-workbench","checked_out","2022-01-01","0401c0013d8c0d43e949be98bb9c3dff958cd524","2021-12-22T09:26:24+01:00","e5dd5e59"
"knime-xml","checked_out","2022-01-01","fc00174d33279a19c4451662feb4a596b6103aa4","2021-12-07T17:31:00+01:00","bb4acd1"
"knimepy","checked_out","2022-01-01","fc10f3840f80f5625d8c10bedceeda5476fc5096","2020-12-05T17:26:42-06:00","fc10f38"
"replicated-cmx-hub-initialization-workflow","no_commit","2022-01-01","","","87dd53b"
"spark-jobserver","checked_out","2022-01-01","e4d3ba90c26a96b182c02362de85f68bb8772818","2018-07-09T15:07:56+02:00","e4d3ba9"
"v-calendar","no_commit","2022-01-01","","","42fc080"
"vue-headless-virtual-scroller","no_commit","2022-01-01","","","11f049d"
"vue-virtual-scroller","no_commit","2022-01-01","","","21c9139"
"webapps-common","checked_out","2022-01-01","d4161a05e9c434f247db5b0f23649640dac6ceb5","2021-12-24T10:10:21+01:00","7afec73d"
