repo,status,target_date,commit,commit_date,previous_head
"knime-stats","checked_out","2026-03-03","e03a160bdd39683a0e4f9da9c779aecd69625491","2026-02-12T11:51:48+01:00","d9e5d0d"
"knime-streaming","checked_out","2026-03-03","37d6f9a1cd699b7a8bddf23d935c850821ae8886","2026-02-23T15:39:13+01:00","f109b8a"
"knime-svg","checked_out","2026-03-03","ae5e23ab5625274a55fe4ecd559cca8d34ca344b","2026-02-23T15:39:09+01:00","4d4a2d2"
"knime-tensorflow","checked_out","2026-03-03","93cfe9fa93497d2623750f64cd80ba08777e3b29","2026-02-12T11:51:48+01:00","eda3d44"
"knime-textprocessing","checked_out","2026-03-03","7183c9531ad68eae5d3b9e8d404a390c3d6640fe","2026-02-09T11:31:35+01:00","9eef8429"
"knime-timeseries-analysis","checked_out","2026-03-03","92c75d5f5edf5a3ba844eaedabe555c771ffa09d","2026-02-23T14:08:08+01:00","cd405f3"
"knime-ui-extension-service","checked_out","2026-03-03","5d890846e0495bde307bf130ddfa44d2cb98c866","2025-08-30T10:53:40Z","fe97fea"
"knime-ui-table","checked_out","2026-03-03","1bf276d8cbb3de5f43535084d326624a5e9bd160","2026-03-03T13:32:59+01:00","d7f365e"
"knime-ui","checked_out","2026-03-03","b0b6d63a86c9f7d24d18e5ee4aa7aedad619bbae","2026-02-27T16:59:03+01:00","bd9e7d821"
"knime-workbench","checked_out","2026-03-03","5d0c4051a598b0b519716764c46d4d7468bdf4d0","2026-02-09T11:30:29+01:00","20a1fb36"
"knime-xml","checked_out","2026-03-03","5369983c7700b1dda24d1062b509347169c58f17","2026-02-23T15:39:15+01:00","c3cf867"
"knimepy","checked_out","2026-03-03","fc10f3840f80f5625d8c10bedceeda5476fc5096","2020-12-05T17:26:42-06:00","fc10f38"
"replicated-cmx-hub-initialization-workflow","checked_out","2026-03-03","87dd53bebf2847e71bd70639ca785fed27d86d95","2024-11-14T17:52:54+01:00","87dd53b"
"spark-jobserver","checked_out","2026-03-03","e4d3ba90c26a96b182c02362de85f68bb8772818","2018-07-09T15:07:56+02:00","e4d3ba9"
"v-calendar","checked_out","2026-03-03","42fc080117ae3e229b99330236630ceee1b6c127","2025-12-15T10:24:54+01:00","42fc080"
"vue-headless-virtual-scroller","checked_out","2026-03-03","edc6cd18027d3903d9bd2101efcb1aee3a8df52f","2025-12-12T15:58:53+01:00","11f049d"
"vue-virtual-scroller","checked_out","2026-03-03","21c91398ba5e2339ee9798fc8a811a21c002077c","2022-11-28T10:27:29+01:00","21c9139"
"webapps-common","checked_out","2026-03-03","5fc960999e997bc1fbeb87799d3e25ac963ede83","2026-03-03T14:02:07+01:00","e0344186"
