repo,status,target_date,commit,commit_date,previous_head
"knime-credentials-base","no_commit","2020-01-01","","","38f4ed1"
"knime-database","checked_out","2020-01-01","1fec52c1a467a74179befd4bf795d04c717c622c","2019-12-18T19:37:57+01:00","ad88eccf"
"knime-deeplearning","checked_out","2020-01-01","6cb6690a9d703c17130141d2d380598adfc50b8e","2019-12-13T11:01:54+01:00","10ec40dd"
"knime-designsystem","no_commit","2020-01-01","","","c09ee19"
"knime-dev","checked_out","2020-01-01","25551bfa2bb369a34bd93a0b60a6d03a094f6ef2","2019-12-19T15:15:55+01:00","a7aa93f2"
"knime-dl4j","checked_out","2020-01-01","d65f563a432a35369a5b1b4d3bbc42f501f3385a","2019-12-13T11:04:41+01:00","fa0d297"
"knime-email","no_commit","2020-01-01","","","379942a"
"knime-ensembles","checked_out","2020-01-01","9bece3a34aa0978b42a386548722d86a4ca70a22","2019-12-13T11:02:04+01:00","35ed53ce"
"knime-examples","checked_out","2020-01-01","3855dce2e29fe6899633e1e3d852e5d56b318320","2019-05-31T14:39:26+02:00","ef18ec2"
"knime-excel","checked_out","2020-01-01","d7918e68a562604676ae123967d54e61ab0db553","2019-12-19T10:00:49+01:00","91b15d0"
"knime-exttool","checked_out","2020-01-01","dd403fffb9283ccf5979b5738aa061503de9a99c","2019-12-13T11:02:14+01:00","b171e7a"
"knime-filehandling-core","checked_out","2020-01-01","150af05353315650fc6447e7d9d8f6d661790444","2019-12-19T23:42:40+01:00","9630991"
"knime-filehandling","checked_out","2020-01-01","d89e8939323258774a3bc322eafcfa11b88fcaf3","2019-12-13T11:02:16+01:00","a0d1652"
"knime-gateway","checked_out","2020-01-01","b6090991bdbf85a3d1e76cf7373d83f3adb6265e","2019-12-18T12:48:50+01:00","556c9aed"
"knime-geospatial","no_commit","2020-01-01","","","2c58a93"
"knime-google-wif","no_commit","2020-01-01","","","70e37b9"
"knime-google","checked_out","2020-01-01","5a856d994b4e408d755a2dc5e25601197e47d97a","2019-12-20T15:45:30+01:00","5ba42a4"
"knime-hub-secret-store-kes","checked_out","2020-01-01","5a43c399f68592b25a10adc25c5413b46c7a1c1d","2019-12-20T08:48:00-08:00","e476ed9"
"knime-hubclient-sdk","no_commit","2020-01-01","","","2bfb897"
"knime-javasnippet","checked_out","2020-01-01","34405430e7825daa576036113a3a0dc8e499ad61","2019-12-13T16:29:14+01:00","b1deab9"
"knime-js-base","checked_out","2020-01-01","96f5338aedee310303e159f841cf22df98af65ea","2019-12-13T11:02:42+01:00","74a5a755"
"knime-js-core","checked_out","2020-01-01","530c4b8d7c252f095077d30237025c519631332d","2019-12-04T01:38:56+01:00","9a2cd9c4"
"knime-js-labs","checked_out","2020-01-01","58cf91cc2730e4c48d04c31f0fabb270095edcb9","2019-12-13T11:02:45+01:00","bc8debf"
"knime-js-pagebuilder","checked_out","2020-01-01","30d173a99209502e06fecb2c4578fc03fbcf3252","2019-12-31T17:22:04+01:00","96a88d3"
"knime-json","checked_out","2020-01-01","260fd8741e7dcf6760aab400509b098721e9cb1f","2019-12-13T11:02:48+01:00","9f7504c"
"knime-kaggle","no_commit","2020-01-01","","","0824e24"
"knime-kerberos","checked_out","2020-01-01","1a4cf1e4b001bbe7adadc0258bf8d482d3464a57","2019-12-13T11:02:53+01:00","4df72b7"
"knime-office365","no_commit","2020-01-01","","","73133cb"
"knime-orc","checked_out","2020-01-01","a4ede92ad841e9522a613492b22483c2237709fe","2019-12-13T11:03:16+01:00","2a290b9"
"knime-plotly","checked_out","2020-01-01","a3328eb4e44d51410bc89b175c5dfd0b77778c51","2019-12-19T19:14:39+01:00","aa6bbca"
"knime-powerbi","checked_out","2020-01-01","c6658d777f3fda619aa319ea6aa35bd1d4ddf2b7","2019-12-16T19:59:22+01:00","dac2902"
"knime-product","checked_out","2020-01-01","a8163e3c11608ab16c023ead6623b78fa0a70660","2019-12-13T11:03:39+01:00","194fb23"
"knime-productivity-oss","checked_out","2020-01-01","93af94b1e853cb63beb5f5e265d5b0d7685e88a8","2019-12-13T11:03:44+01:00","396c454"
"knime-python-extension-template","no_commit","2020-01-01","","","0dabdc3"
"knime-python-google-ads","no_commit","2020-01-01","","","574610a"
"knime-python-legacy","checked_out","2020-01-01","e406d3e7875762cd8dec5ab8256b4a16ca9e8d35","2019-12-13T11:03:45+01:00","429a061"
"knime-python-llm","no_commit","2020-01-01","","","d452fef"
"knime-python-sklearn","no_commit","2020-01-01","","","102f1c9"
"knime-python-types-example","no_commit","2020-01-01","","","ca261b9"
"knime-python-types","no_commit","2020-01-01","","","4776994"
"knime-python","checked_out","2020-01-01","124af07964ce16c83477cc254f18d18235a17542","2019-12-13T11:03:45+01:00","26241e2c"
"knime-r","checked_out","2020-01-01","43400c806f28e00ab5e3468b5d83858331cbbf2a","2019-12-13T11:03:49+01:00","e5468374"
"knime-reporting2","no_commit","2020-01-01","","","d57dffc"
"knime-rest","checked_out","2020-01-01","2f87bc029886810443d0efa8c31bd90dde11f387","2019-12-16T09:36:51+01:00","13f411b"
"knime-salesforce","checked_out","2020-01-01","70f983f763550fef0c81a6bc65b6e2a4693266e2","2019-12-31T09:42:50+01:00","988317f"
"knime-scripting-editor","no_commit","2020-01-01","","","ad9428b"
"knime-sdk-setup","checked_out","2020-01-01","d68306eca37678833bf14e24b7efa820463832f7","2019-12-18T14:09:35+01:00","3b7cf42"
"knime-shared","checked_out","2020-01-01","6aa5c8a595a89279d304ad939d3b8693eeda0453","2019-12-13T11:04:11+01:00","749759e"
"knime-snowflake","no_commit","2020-01-01","","","8117078"
"knime-spark-jobserver-utils","checked_out","2020-01-01","d1ed2002b6c2484bd28b8eb61be49f1bd0f2d8b2","2016-06-08T18:17:35+02:00","d1ed200"
"knime-stats","checked_out","2020-01-01","8e9e9bb937b3653c8509ed8edc58eed881ab838b","2019-12-13T11:04:22+01:00","72c41f6"
"knime-streaming","checked_out","2020-01-01","0e1a4e6e517f9ba6f326076e13c4497fd478afed","2019-12-13T11:04:24+01:00","db98f63"
"knime-svg","checked_out","2020-01-01","3015b6611bf8aed83d9d1431be2e4c05902cdbc0","2019-12-17T23:32:55+01:00","9da4085"
"knime-tensorflow","checked_out","2020-01-01","fdc8893e38fa34e77439436c2010e649ab16ad99","2019-12-13T11:04:34+01:00","a70ada5"
"knime-textprocessing","checked_out","2020-01-01","9457eeaf9d4bdfbc07af1b9cafe4127af747328f","2019-12-13T11:04:41+01:00","3fd7c086"
"knime-timeseries-analysis","no_commit","2020-01-01","","","cd405f3"
"knime-ui-extension-service","no_commit","2020-01-01","","","5a6b6c3"
"knime-ui-table","no_commit","2020-01-01","","","bae6589"
"knime-ui","no_commit","2020-01-01","","","9f32264fb"
"knime-workbench","checked_out","2020-01-01","787d48b3e0b1fd53e4bac9bf9fd0e8095c24ffc7","2019-12-21T09:18:08-08:00","bb5a3ee0"
"knime-xml","checked_out","2020-01-01","94273bd46c351e54dd4cd24c74b945e0549c5f49","2019-12-13T11:05:07+01:00","8c0032b"
"knimepy","checked_out","2020-01-01","977343298fb2cb9df6f724fbd9de3a190a5d34e8","2019-11-07T16:25:22-06:00","fc10f38"
"replicated-cmx-hub-initialization-workflow","no_commit","2020-01-01","","","87dd53b"
"spark-jobserver","checked_out","2020-01-01","e4d3ba90c26a96b182c02362de85f68bb8772818","2018-07-09T15:07:56+02:00","e4d3ba9"
"v-calendar","no_commit","2020-01-01","","","42fc080"
"vue-headless-virtual-scroller","no_commit","2020-01-01","","","11f049d"
"vue-virtual-scroller","no_commit","2020-01-01","","","21c9139"
"webapps-common","checked_out","2020-01-01","1178aec9545bc20097963a7804fafb06eb6d61eb","2019-12-20T16:02:10+01:00","57633911"
