snapshot_id,snapshot_date,plugin_xml_registered_nodes,plugin_xml_deprecated_nodes,plugin_xml_unique_deprecated_factory_classes,plugin_xml_hidden_nodes,plugin_xml_registered_nodesets,plugin_xml_deprecated_nodesets,node_description_files,node_description_deprecated_files,factory_class_mappers,migration_rules
date-2026-03-03,2026-03-03,1503,503,488,25,9,2,1319,300,18,52
